ts,open,high,low,close,volume
1772928000000,0.01004,0.01007,0.01004,0.01007,29400.0
1772928300000,0.01007,0.01007,0.01007,0.01007,0.0
1772928600000,0.01007,0.01007,0.01004,0.01004,3000.0
1772928900000,0.01004,0.01004,0.01002,0.01002,18500.0
1772929200000,0.01002,0.01002,0.01001,0.01001,3000.0
1772929500000,0.01001,0.01001,0.01001,0.01001,7600.0
1772929800000,0.01001,0.01001,0.01001,0.01001,0.0
1772930100000,0.01001,0.01001,0.00998,0.00998,26400.0
1772930400000,0.00998,0.00998,0.00998,0.00998,0.0
1772930700000,0.00998,0.00998,0.00998,0.00998,0.0
1772931000000,0.00998,0.00998,0.00995,0.00997,44200.0
1772931300000,0.00997,0.00997,0.00997,0.00997,0.0
1772931600000,0.00997,0.00997,0.00996,0.00996,15200.0
1772931900000,0.00996,0.00996,0.00993,0.00993,43300.0
1772932200000,0.00993,0.00993,0.00993,0.00993,0.0
1772932500000,0.00993,0.00993,0.00993,0.00993,0.0
1772932800000,0.00993,0.00993,0.00993,0.00993,0.0
1772933100000,0.00993,0.00997,0.00993,0.00997,4900.0
1772933400000,0.00997,0.00997,0.00992,0.00992,28100.0
1772933700000,0.00992,0.00992,0.00992,0.00992,0.0
1772934000000,0.00992,0.00996,0.00992,0.00996,7500.0
1772934300000,0.00996,0.00996,0.00996,0.00996,0.0
1772934600000,0.00996,0.00996,0.00996,0.00996,0.0
1772934900000,0.00996,0.00996,0.00996,0.00996,0.0
1772935200000,0.00996,0.00996,0.00996,0.00996,7300.0
1772935500000,0.00996,0.00996,0.00994,0.00994,7300.0
1772935800000,0.00994,0.00994,0.00993,0.00993,5000.0
1772936100000,0.00993,0.00993,0.00993,0.00993,5000.0
1772936400000,0.00993,0.00993,0.00993,0.00993,0.0
1772936700000,0.00993,0.00993,0.00989,0.00989,23000.0
1772937000000,0.00989,0.00989,0.00987,0.00987,10000.0
1772937300000,0.00987,0.00987,0.00987,0.00987,0.0
1772937600000,0.00987,0.00992,0.00987,0.00992,474300.0
1772937900000,0.00992,0.00992,0.00992,0.00992,0.0
1772938200000,0.00992,0.00992,0.00987,0.00987,5400.0
1772938500000,0.00987,0.00989,0.00987,0.00988,250400.0
1772938800000,0.00988,0.00988,0.00986,0.00986,12600.0
1772939100000,0.00986,0.00986,0.00986,0.00986,0.0
1772939400000,0.00986,0.00986,0.00986,0.00986,0.0
1772939700000,0.00986,0.00986,0.00986,0.00986,0.0
1772940000000,0.00986,0.00987,0.00986,0.00986,24900.0
1772940300000,0.00986,0.00986,0.00986,0.00986,0.0
1772940600000,0.00986,0.00987,0.00986,0.00986,8700.0
1772940900000,0.00986,0.00986,0.00986,0.00986,0.0
1772941200000,0.00986,0.00986,0.00985,0.00985,14900.0
1772941500000,0.00985,0.00985,0.00985,0.00985,4900.0
1772941800000,0.00985,0.00985,0.00985,0.00985,10000.0
1772942100000,0.00985,0.00985,0.00985,0.00985,25000.0
1772942400000,0.00985,0.00985,0.00985,0.00985,103500.0
1772942700000,0.00985,0.00985,0.00985,0.00985,0.0
1772943000000,0.00985,0.00985,0.00979,0.00979,24200.0
1772943300000,0.00979,0.00979,0.00979,0.00979,0.0
1772943600000,0.00979,0.00979,0.00979,0.00979,0.0
1772943900000,0.00979,0.00979,0.00978,0.00978,25700.0
1772944200000,0.00978,0.00979,0.00978,0.00979,31400.0
1772944500000,0.00979,0.00979,0.00979,0.00979,0.0
1772944800000,0.00979,0.00979,0.00979,0.00979,0.0
1772945100000,0.00979,0.0098,0.00979,0.0098,7500.0
1772945400000,0.0098,0.0098,0.0098,0.0098,7800.0
1772945700000,0.0098,0.0098,0.0098,0.0098,0.0
1772946000000,0.0098,0.0098,0.00977,0.00977,7600.0
1772946300000,0.00977,0.00977,0.00977,0.00977,23800.0
1772946600000,0.00977,0.00979,0.00977,0.00979,15400.0
1772946900000,0.00979,0.00979,0.00979,0.00979,0.0
1772947200000,0.00979,0.00979,0.00979,0.00979,0.0
