ts,oi
1770941100,218765293.0
1770941400,218727849.0
1770941700,218724924.0
1770942000,218825285.0
1770942300,218865311.0
1770942600,218875344.0
1770942900,218917667.0
1770943200,218838556.0
1770943500,218777289.0
1770943800,218616468.0
1770944100,218871123.0
1770944400,218878688.0
1770944700,218984858.0
1770945000,218996958.0
1770945300,219045994.0
1770945600,219010476.0
1770945900,219017090.0
1770946200,219065396.0
1770946500,219063728.0
1770946800,219073834.0
1770947100,218978848.0
1770947400,218981181.0
1770947700,218815373.0
1770948000,218835848.0
1770948300,218763621.0
1770948600,218730272.0
1770948900,218730974.0
1770949200,219181371.0
1770949500,220657207.0
1770949800,220595280.0
1770950100,220516310.0
1770950400,220514511.0
1770950700,220544492.0
1770951000,220492895.0
1770951300,220524557.0
1770951600,220486136.0
1770951900,220513385.0
1770952200,220553084.0
1770952500,220535110.0
1770952800,220526673.0
1770953100,220515542.0
1770953400,220060312.0
1770953700,220172767.0
1770954000,220270850.0
1770954300,220256546.0
1770954600,220375083.0
1770954900,220007287.0
1770955200,220006196.0
1770955500,219970074.0
1770955800,220058887.0
1770956100,220396186.0
1770956400,220437251.0
1770956700,220220470.0
1770957000,220244276.0
1770957300,220301080.0
1770957600,220446472.0
1770957900,220769036.0
1770958200,220983142.0
1770958500,220992976.0
1770958800,220930579.0
1770959100,220954012.0
1770959400,220999998.0
1770959700,221007273.0
1770960000,221006581.0
1770960300,220986721.0
1770960600,220990609.0
1770960900,220972700.0
1770961200,221014704.0
1770961500,221006178.0
1770961800,220962944.0
1770962100,220959963.0
1770962400,220941094.0
1770962700,221012109.0
1770963000,221009775.0
1770963300,220964634.0
1770963600,220949586.0
1770963900,220982077.0
1770964200,221068615.0
1770964500,221115301.0
1770964800,221114685.0
1770965100,221102028.0
1770965400,221099156.0
1770965700,221254154.0
1770966000,221274420.0
1770966300,221309030.0
1770966600,221158646.0
1770966900,221053982.0
1770967200,221035544.0
1770967500,221025223.0
1770967800,221057237.0
1770968100,220965091.0
1770968400,220630398.0
1770968700,220673608.0
1770969000,220671830.0
1770969300,220664174.0
1770969600,220664174.0
1770969900,220660769.0
1770970200,220580819.0
1770970500,220575084.0
1770970800,220570594.0
1770971100,220568898.0
1770971400,220553813.0
1770971700,220566681.0
1770972000,220541765.0
1770972300,220488078.0
1770972600,220363568.0
1770972900,220222991.0
1770973200,220305659.0
1770973500,220320291.0
1770973800,220319522.0
1770974100,220307871.0
1770974400,220313291.0
1770974700,220373838.0
1770975000,220360532.0
1770975300,220366807.0
1770975600,220395774.0
1770975900,220403136.0
1770976200,220453008.0
1770976500,220685738.0
1770976800,220760003.0
1770977100,220668587.0
1770977400,220767914.0
1770977700,220728101.0
1770978000,221261334.0
1770978300,222210718.0
1770978600,222359757.0
1770978900,222471578.0
1770979200,222557063.0
1770979500,222796717.0
1770979800,222828453.0
1770980100,222880968.0
1770980400,222811982.0
1770980700,222959087.0
1770981000,222973068.0
1770981300,223130124.0
1770981600,223151108.0
1770981900,223159304.0
1770982200,223082174.0
1770982500,223080735.0
1770982800,223152118.0
1770983100,223154279.0
1770983400,223183115.0
1770983700,223195020.0
1770984000,223330582.0
1770984300,223454116.0
1770984600,223450981.0
1770984900,223426068.0
1770985200,223421645.0
1770985500,223421229.0
1770985800,223425068.0
1770986100,223434242.0
1770986400,223382234.0
1770986700,223282350.0
1770987000,223285069.0
1770987300,223262712.0
1770987600,223230079.0
1770987900,223291434.0
1770988200,223335091.0
1770988500,223349394.0
1770988800,223389085.0
1770989100,223386289.0
1770989400,223439443.0
1770989700,223119717.0
1770990000,223122890.0
1770990300,223051096.0
1770990600,223103209.0
1770990900,223081221.0
1770991200,223056482.0
1770991500,223017347.0
1770991800,223003249.0
1770992100,223193464.0
1770992400,223181308.0
1770992700,223171703.0
1770993000,223146402.0
1770993300,223000708.0
1770993600,222969566.0
1770993900,222961330.0
1770994200,222847245.0
1770994500,222803383.0
1770994800,222815350.0
1770995100,222701644.0
1770995400,222704496.0
1770995700,222937113.0
1770996000,223027406.0
1770996300,222997796.0
1770996600,222700382.0
1770996900,222492817.0
1770997200,223235121.0
1770997500,223290616.0
1770997800,223241120.0
