ts,oi
1743206400,640366748.0
1743206700,641932990.0
1743207000,642504921.0
1743207300,642437941.0
1743207600,639100131.0
1743207900,638495047.0
1743208200,638258151.0
1743208500,638279935.0
1743208800,637629447.0
1743209100,623737125.0
1743209400,621900072.0
1743209700,619758438.0
1743210000,619768500.0
1743210300,621011712.0
1743210600,621656201.0
1743210900,621613368.0
1743211200,623424516.0
1743211500,623462614.0
1743211800,625747802.0
1743212100,626676005.0
1743212400,628173319.0
1743212700,632831127.0
1743213000,633377654.0
1743213300,633535509.0
1743213600,633616104.0
1743213900,634545710.0
1743214200,637033931.0
1743214500,632085145.0
1743214800,633362499.0
1743215100,635150104.0
1743215400,636474357.0
1743215700,638718603.0
1743216000,636980745.0
1743216300,636270323.0
1743216600,639737975.0
1743216900,636078543.0
1743217200,637494894.0
1743217500,637739389.0
1743217800,639456671.0
1743218100,638007496.0
1743218400,637965409.0
1743218700,641161454.0
1743219000,613512642.0
1743219300,615604856.0
1743219600,610700991.0
1743219900,608724993.0
1743220200,609982533.0
1743220500,611145091.0
1743220800,612959024.0
1743221100,618366013.0
1743221400,612796862.0
1743221700,611885366.0
1743222000,612310705.0
1743222300,614463113.0
1743222600,608481779.0
1743222900,608295377.0
1743223200,606272787.0
1743223500,604836715.0
1743223800,608020049.0
1743224100,601089642.0
1743224400,606566056.0
1743224700,607375019.0
1743225000,608037281.0
1743225300,606799634.0
1743225600,605624717.0
1743225900,607396400.0
1743226200,608823059.0
1743226500,610130718.0
1743226800,608916501.0
1743227100,610126205.0
1743227400,605784427.0
1743227700,603239381.0
1743228000,601469680.0
1743228300,602954295.0
1743228600,602930831.0
1743228900,600901762.0
1743229200,611101406.0
1743229500,622298245.0
1743229800,627119900.0
1743230100,632799723.0
1743230400,634762132.0
1743230700,639934304.0
1743231000,639792535.0
1743231300,651407673.0
1743231600,655148536.0
1743231900,656892777.0
1743232200,661560329.0
1743232500,663374776.0
1743232800,665520077.0
1743233100,668530866.0
1743233400,668107493.0
1743233700,667264063.0
1743234000,666471197.0
1743234300,662472330.0
1743234600,660080950.0
1743234900,655620831.0
1743235200,649745170.0
1743235500,643604020.0
1743235800,638402715.0
1743236100,634168868.0
1743236400,632455997.0
1743236700,631801201.0
1743237000,627500985.0
1743237300,631375843.0
1743237600,634209108.0
1743237900,637006858.0
1743238200,642315620.0
1743238500,647649717.0
1743238800,652663325.0
1743239100,655027431.0
1743239400,655029343.0
1743239700,655852443.0
1743240000,654709726.0
1743240300,653959181.0
1743240600,652824145.0
1743240900,653442737.0
1743241200,664500433.0
1743241500,679839686.0
1743241800,676174785.0
1743242100,675228712.0
1743242400,688514449.0
1743242700,694441753.0
1743243000,686602672.0
1743243300,700759030.0
1743243600,713575117.0
1743243900,717073390.0
1743244200,728221578.0
1743244500,734279888.0
1743244800,742306147.0
1743245100,753101162.0
1743245400,747574374.0
1743245700,735182400.0
1743246000,704852341.0
1743246300,703732473.0
1743246600,701908881.0
1743246900,701766936.0
1743247200,698054984.0
1743247500,697947092.0
1743247800,698663728.0
1743248100,692750060.0
1743248400,690114310.0
1743248700,670932260.0
1743249000,661171213.0
1743249300,665936424.0
1743249600,667150633.0
1743249900,662550403.0
1743250200,660494880.0
1743250500,665588956.0
1743250800,665811315.0
1743251100,664442878.0
1743251400,665392067.0
1743251700,668553794.0
1743252000,667001165.0
1743252300,667804758.0
1743252600,663787515.0
1743252900,668091254.0
1743253200,668073346.0
1743253500,664625337.0
1743253800,666559650.0
1743254100,666709566.0
1743254400,669537879.0
1743254700,670888680.0
1743255000,664876196.0
1743255300,668242787.0
1743255600,668884107.0
1743255900,671301005.0
1743256200,672940135.0
1743256500,663705057.0
1743256800,666848568.0
1743257100,661292643.0
1743257400,666523408.0
1743257700,674420690.0
1743258000,672944686.0
1743258300,669532251.0
1743258600,668572584.0
1743258900,669336832.0
1743259200,666067903.0
1743259500,665941630.0
1743259800,666288498.0
1743260100,666764127.0
1743260400,667083690.0
1743260700,664415956.0
1743261000,663737501.0
1743261300,658739468.0
1743261600,657387124.0
1743261900,660343142.0
1743262200,660568469.0
1743262500,660490864.0
1743262800,655975851.0
1743263100,655536405.0
1743263400,652117750.0
1743263700,652573057.0
1743264000,656374919.0
1743264300,656797591.0
1743264600,659786976.0
1743264900,657277578.0
1743265200,657956423.0
1743265500,660068459.0
1743265800,660960541.0
1743266100,665066990.0
1743266400,655155895.0
1743266700,650917292.0
1743267000,647762116.0
1743267300,638760825.0
1743267600,637043582.0
1743267900,637720354.0
1743268200,640101859.0
1743268500,630064536.0
1743268800,629875838.0
1743269100,627485684.0
1743269400,623142107.0
1743269700,621697720.0
1743270000,611534784.0
1743270300,612475390.0
1743270600,600096034.0
1743270900,602655278.0
1743271200,600012172.0
1743271500,597423106.0
1743271800,597708028.0
1743272100,596154467.0
1743272400,596433520.0
1743272700,597853729.0
1743273000,599040685.0
1743273300,599680059.0
1743273600,602335763.0
1743273900,604277360.0
1743274200,601580263.0
1743274500,599228263.0
1743274800,598738150.0
1743275100,597035712.0
1743275400,596565518.0
1743275700,594515210.0
1743276000,594461356.0
1743276300,595901759.0
1743276600,604701868.0
1743276900,607916281.0
1743277200,608238408.0
1743277500,611212627.0
1743277800,611438012.0
1743278100,612472795.0
1743278400,612845449.0
1743278700,612039519.0
1743279000,602125064.0
1743279300,602632082.0
1743279600,598930367.0
1743279900,599378227.0
1743280200,599159564.0
1743280500,594629973.0
1743280800,595832409.0
1743281100,593839088.0
1743281400,593592878.0
1743281700,594170317.0
1743282000,590451903.0
1743282300,585232239.0
1743282600,583035191.0
1743282900,584735133.0
1743283200,586528169.0
1743283500,587035690.0
1743283800,586708397.0
1743284100,586388690.0
1743284400,584674237.0
1743284700,583959564.0
1743285000,583085145.0
1743285300,580204863.0
1743285600,577244978.0
1743285900,577102313.0
1743286200,576720696.0
1743286500,576147352.0
1743286800,573511399.0
1743287100,569764404.0
1743287400,569075172.0
1743287700,568349893.0
1743288000,567067114.0
1743288300,568113701.0
1743288600,568423069.0
1743288900,567731981.0
1743289200,562922951.0
1743289500,563966635.0
1743289800,563633561.0
1743290100,563726292.0
1743290400,566607179.0
1743290700,565250866.0
1743291000,566953055.0
1743291300,567782239.0
1743291600,567786136.0
1743291900,559264964.0
1743292200,557010386.0
1743292500,549178543.0
