ts,oi
1761004800,188528037.0
1761005100,188389365.0
1761005400,188325819.0
1761005700,188421530.0
1761006000,188412306.0
1761006300,188276704.0
1761006600,188194343.0
1761006900,188168774.0
1761007200,188069577.0
1761007500,188059520.0
1761007800,188016969.0
1761008100,188044278.0
1761008400,188187352.0
1761008700,188153431.0
1761009000,188105869.0
1761009300,188203588.0
1761009600,188116820.0
1761009900,188118223.0
1761010200,188131919.0
1761010500,188110772.0
1761010800,188770655.0
1761011100,188798480.0
1761011400,188796092.0
1761011700,188416171.0
1761012000,188473711.0
1761012300,188433659.0
1761012600,188534576.0
1761012900,189040870.0
1761013200,189025660.0
1761013500,188245111.0
1761013800,188296051.0
1761014100,188281532.0
1761014400,188312175.0
1761014700,188346621.0
1761015000,188490905.0
1761015300,188614993.0
1761015600,187429683.0
1761015900,187414137.0
1761016200,187202595.0
1761016500,187242122.0
1761016800,187293708.0
1761017100,187202663.0
1761017400,187219010.0
1761017700,187428404.0
1761018000,187399691.0
1761018300,187400646.0
1761018600,187541902.0
1761018900,187536143.0
1761019200,187128345.0
1761019500,187335662.0
1761019800,186900095.0
1761020100,186942903.0
1761020400,186677377.0
1761020700,186478500.0
1761021000,186875880.0
1761021300,186591728.0
1761021600,186697555.0
1761021900,186651705.0
1761022200,186965720.0
1761022500,186829724.0
1761022800,186821764.0
1761023100,186538271.0
1761023400,186751627.0
1761023700,186667655.0
1761024000,186404017.0
1761024300,186140051.0
1761024600,185167943.0
1761024900,185333030.0
1761025200,185338007.0
1761025500,185351401.0
1761025800,185303036.0
1761026100,185618734.0
1761026400,185125927.0
1761026700,184943486.0
1761027000,184785192.0
1761027300,184437269.0
1761027600,184691713.0
1761027900,184771245.0
1761028200,184698489.0
1761028500,184426736.0
1761028800,184597138.0
1761029100,184338722.0
1761029400,184257909.0
1761029700,184177850.0
1761030000,184407685.0
1761030300,184315286.0
1761030600,184321900.0
1761030900,184107955.0
1761031200,184063337.0
1761031500,184084566.0
1761031800,184235473.0
1761032100,184359637.0
1761032400,184287159.0
1761032700,184535094.0
1761033000,184577895.0
1761033300,184777789.0
1761033600,185484842.0
1761033900,185852264.0
1761034200,186091639.0
1761034500,185953987.0
1761034800,186046209.0
1761035100,186195635.0
1761035400,186563966.0
1761035700,186982415.0
1761036000,187021576.0
1761036300,187200202.0
1761036600,187003914.0
1761036900,187220406.0
1761037200,184714425.0
1761037500,184526954.0
1761037800,185156255.0
1761038100,185330066.0
1761038400,185427193.0
1761038700,185377073.0
1761039000,185127428.0
1761039300,185254015.0
1761039600,185279292.0
1761039900,185039124.0
1761040200,185179774.0
1761040500,185130145.0
1761040800,185334181.0
1761041100,185349146.0
1761041400,185429891.0
1761041700,185399814.0
1761042000,185556472.0
1761042300,185593750.0
1761042600,185200545.0
1761042900,185305948.0
1761043200,185172033.0
1761043500,184978946.0
1761043800,185279041.0
1761044100,185378158.0
1761044400,185384409.0
1761044700,185434560.0
