ts,oi
1777248300,197952253.0
1777248600,197854255.0
1777248900,197893026.0
1777249200,197922768.0
1777249500,197889686.0
1777249800,198158179.0
1777250100,198145237.0
1777250400,198120376.0
1777250700,198245639.0
1777251000,198027916.0
1777251300,198013124.0
1777251600,198066538.0
1777251900,197812036.0
1777252200,197892342.0
1777252500,197875416.0
1777252800,197981636.0
1777253100,197976245.0
1777253400,197969217.0
1777253700,197959591.0
1777254000,198325784.0
1777254300,198325661.0
1777254600,198328672.0
1777254900,198490284.0
1777255200,198502782.0
1777255500,198641471.0
1777255800,198559144.0
1777256100,198542225.0
1777256400,198554651.0
1777256700,198525147.0
1777257000,198339454.0
1777257300,198325419.0
1777257600,198366054.0
1777257900,198347072.0
1777258200,198252363.0
1777258500,198384032.0
1777258800,198368213.0
1777259100,198199950.0
1777259400,198170150.0
1777259700,198114212.0
1777260000,198473105.0
1777260300,198898385.0
1777260600,198902372.0
1777260900,198913063.0
1777261200,198930344.0
1777261500,198946849.0
1777261800,198926200.0
1777262100,198947088.0
1777262400,198993060.0
1777262700,199064619.0
1777263000,199065459.0
1777263300,199005066.0
1777263600,199007731.0
1777263900,199038366.0
1777264200,199800081.0
1777264500,199821071.0
1777264800,199827851.0
1777265100,199372678.0
1777265400,199358443.0
1777265700,199336641.0
1777266000,199291623.0
1777266300,199355692.0
1777266600,200321053.0
1777266900,199806637.0
1777267200,199725519.0
1777267500,199796087.0
1777267800,198711739.0
1777268100,198796825.0
1777268400,199314683.0
1777268700,199129576.0
1777269000,198997455.0
1777269300,199002197.0
1777269600,199289243.0
1777269900,199095747.0
1777270200,199068765.0
1777270500,198972177.0
1777270800,199516584.0
1777271100,199506884.0
1777271400,199465623.0
1777271700,199484824.0
1777272000,199505366.0
1777272300,198786855.0
1777272600,198746677.0
1777272900,198773123.0
1777273200,198794886.0
1777273500,198660371.0
1777273800,198585267.0
1777274100,198466871.0
1777274400,198404502.0
1777274700,198398978.0
1777275000,198231703.0
1777275300,198185288.0
1777275600,198177996.0
1777275900,198138701.0
1777276200,198013368.0
1777276500,197951573.0
1777276800,197975079.0
1777277100,197956945.0
1777277400,197735237.0
1777277700,197789137.0
1777278000,197787438.0
1777278300,197788124.0
1777278600,197952722.0
1777278900,197950577.0
1777279200,197825725.0
1777279500,197827059.0
1777279800,197973470.0
1777280100,198103380.0
1777280400,197941168.0
1777280700,198092083.0
1777281000,198205443.0
1777281300,198224653.0
1777281600,198270866.0
1777281900,198283253.0
1777282200,198413319.0
1777282500,198382663.0
1777282800,198220883.0
1777283100,198212297.0
1777283400,198100265.0
1777283700,198063375.0
1777284000,198103646.0
1777284300,198058520.0
1777284600,198074036.0
1777284900,198112942.0
1777285200,198097503.0
1777285500,197995228.0
1777285800,198027283.0
1777286100,198015366.0
1777286400,198057506.0
1777286700,198078102.0
1777287000,198153809.0
1777287300,198239118.0
1777287600,198315110.0
1777287900,198535071.0
1777288200,198928562.0
1777288500,198938216.0
1777288800,198947461.0
1777289100,198961796.0
1777289400,198874861.0
1777289700,198924800.0
1777290000,198965224.0
1777290300,198964706.0
1777290600,199158255.0
1777290900,199049553.0
1777291200,199050479.0
1777291500,199079403.0
1777291800,198997221.0
1777292100,199035747.0
1777292400,199029047.0
1777292700,199119147.0
1777293000,199028251.0
1777293300,198945380.0
1777293600,198958927.0
1777293900,198962400.0
1777294200,198970255.0
1777294500,199022651.0
1777294800,199064977.0
1777295100,199065117.0
1777295400,199378297.0
1777295700,199369106.0
1777296000,199427061.0
1777296300,199410014.0
1777296600,199397700.0
1777296900,199300615.0
1777297200,199282855.0
1777297500,199233904.0
1777297800,199372470.0
1777298100,199378984.0
1777298400,199350970.0
1777298700,199415908.0
1777299000,199391094.0
1777299300,199368726.0
1777299600,199380937.0
1777299900,199373263.0
1777300200,199369799.0
1777300500,199309879.0
1777300800,199277660.0
1777301100,199266497.0
1777301400,199277142.0
1777301700,200579016.0
1777302000,200662555.0
1777302300,200773348.0
1777302600,200725708.0
1777302900,200701804.0
1777303200,200238415.0
1777303500,197575689.0
1777303800,197887491.0
1777304100,197956591.0
1777304400,197969458.0
1777304700,197986488.0
