ts,oi
1766966700,225317550.0
1766967000,225245317.0
1766967300,225270996.0
1766967600,225242529.0
1766967900,225237484.0
1766968200,225285414.0
1766968500,225250667.0
1766968800,225237305.0
1766969100,225186266.0
1766969400,225137266.0
1766969700,225098833.0
1766970000,225102016.0
1766970300,224953841.0
1766970600,224908783.0
1766970900,225372740.0
1766971200,225326840.0
1766971500,225357129.0
1766971800,225348839.0
1766972100,225363411.0
1766972400,225329244.0
1766972700,225076590.0
1766973000,225103408.0
1766973300,225038775.0
1766973600,225019222.0
1766973900,224833518.0
1766974200,224858600.0
1766974500,224572891.0
1766974800,224486613.0
1766975100,224453508.0
1766975400,224440133.0
1766975700,224415059.0
1766976000,224416758.0
1766976300,224376648.0
1766976600,224363552.0
1766976900,224370136.0
1766977200,223684795.0
1766977500,223315554.0
1766977800,223307832.0
1766978100,223321934.0
1766978400,223311024.0
1766978700,223322880.0
1766979000,223300801.0
1766979300,223361698.0
1766979600,223496381.0
1766979900,223395572.0
1766980200,223468749.0
1766980500,223508580.0
1766980800,223931820.0
1766981100,223475422.0
1766981400,223547032.0
1766981700,223531768.0
1766982000,223533158.0
1766982300,223617520.0
1766982600,223598037.0
1766982900,223645010.0
1766983200,223791485.0
1766983500,223846456.0
1766983800,223851146.0
1766984100,223858144.0
1766984400,223893116.0
1766984700,223892720.0
1766985000,223595186.0
1766985300,223637676.0
1766985600,223627898.0
1766985900,223652073.0
1766986200,223652636.0
1766986500,223677307.0
1766986800,224254530.0
1766987100,224410792.0
1766987400,224013649.0
1766987700,224109590.0
1766988000,224115603.0
1766988300,224117845.0
1766988600,224072097.0
1766988900,224069433.0
1766989200,223989306.0
1766989500,224288789.0
1766989800,224244070.0
1766990100,224152687.0
1766990400,224150729.0
1766990700,224154145.0
1766991000,224197697.0
1766991300,223999510.0
1766991600,223846140.0
1766991900,223972223.0
1766992200,223991108.0
1766992500,223988390.0
1766992800,223956538.0
1766993100,223989689.0
1766993400,224112261.0
1766993700,224165049.0
1766994000,224162657.0
1766994300,224205357.0
1766994600,224235117.0
1766994900,224119364.0
1766995200,223819860.0
1766995500,223501358.0
1766995800,223319260.0
1766996100,222641574.0
1766996400,222635963.0
1766996700,222596538.0
1766997000,222612554.0
1766997300,222563456.0
1766997600,222529714.0
1766997900,222508005.0
1766998200,222399650.0
1766998500,222371835.0
1766998800,222372356.0
1766999100,222274776.0
1766999400,222254570.0
1766999700,222275470.0
1767000000,222035833.0
