ts,oi
1761782700,175154174.0
1761783000,175097484.0
1761783300,175448074.0
1761783600,175386596.0
1761783900,175407709.0
1761784200,175364855.0
1761784500,175612899.0
1761784800,175622128.0
1761785100,175721761.0
1761785400,175850682.0
1761785700,175835934.0
1761786000,175798272.0
1761786300,175813249.0
1761786600,175757900.0
1761786900,175692096.0
1761787200,175604792.0
1761787500,175662517.0
1761787800,175842910.0
1761788100,175671263.0
1761788400,175720246.0
1761788700,175719432.0
1761789000,175693742.0
1761789300,175662870.0
1761789600,175729822.0
1761789900,175844655.0
1761790200,175828662.0
1761790500,176005562.0
1761790800,176356814.0
1761791100,176298500.0
1761791400,176441736.0
1761791700,176460106.0
1761792000,176549617.0
1761792300,176451177.0
1761792600,177462845.0
1761792900,177532254.0
1761793200,177616147.0
1761793500,177619123.0
1761793800,177603692.0
1761794100,177552249.0
1761794400,177591385.0
1761794700,177568982.0
1761795000,177540207.0
1761795300,177625537.0
1761795600,177643254.0
1761795900,177724956.0
1761796200,177905908.0
1761796500,177949236.0
1761796800,178070779.0
1761797100,178211627.0
1761797400,178110496.0
1761797700,178264384.0
1761798000,177184451.0
1761798300,178435991.0
1761798600,177555767.0
1761798900,175264431.0
1761799200,175871388.0
1761799500,176616288.0
1761799800,176729815.0
1761800100,177077872.0
1761800400,176989056.0
1761800700,177093325.0
1761801000,177254766.0
1761801300,177271719.0
1761801600,178625939.0
1761801900,178663164.0
1761802200,178849590.0
1761802500,178964162.0
1761802800,179131789.0
1761803100,179125936.0
1761803400,179029700.0
1761803700,179417264.0
1761804000,180092215.0
1761804300,180011823.0
1761804600,179518776.0
1761804900,179456673.0
1761805200,179488913.0
1761805500,179633717.0
1761805800,179668779.0
1761806100,179353876.0
1761806400,179227117.0
1761806700,179449910.0
1761807000,179447279.0
1761807300,179420725.0
1761807600,179647551.0
1761807900,179953890.0
1761808200,179781072.0
1761808500,179957429.0
1761808800,179896588.0
1761809100,180061636.0
1761809400,179733005.0
1761809700,180266105.0
1761810000,180129792.0
1761810300,179811648.0
1761810600,179770622.0
1761810900,179756983.0
1761811200,179504798.0
1761811500,179713894.0
1761811800,179738948.0
1761812100,179857250.0
1761812400,180409922.0
1761812700,180397891.0
1761813000,180355649.0
1761813300,181156628.0
1761813600,181079900.0
1761813900,181123073.0
1761814200,181335259.0
1761814500,182262565.0
1761814800,182321281.0
1761815100,182590782.0
1761815400,182646083.0
1761815700,181586209.0
1761816000,181291318.0
1761816300,182400448.0
