ts,size,pool_a,pool_b,spread_bps,corridor_bps,exit_bps,dev_a,dev_b,suspect,slot_a,slot_b,slot_now,blockhash8,state
2026-08-26 16:40:18 UTC,100,TesseraV,BisonFi,0.3,60,-59.7,21.0,21.3,False,441908140,441908140,441908127,vbsFfWSb,ok
2026-08-26 16:40:18 UTC,100,TesseraV,Quantum,0.1,60,-59.9,21.0,21.1,False,441908140,441908140,441908127,vbsFfWSb,ok
2026-08-26 16:40:18 UTC,100,BisonFi,Quantum,-0.2,60,-59.8,21.3,21.1,False,441908140,441908140,441908127,vbsFfWSb,ok
2026-08-26 17:28:32 UTC,0.1,Raydium,Raydium CLMM,50.6,35,15.6,0.0,50.6,False,441916031,441916065,441916058,E2sURsKz,ok
2026-08-26 17:28:32 UTC,1,Raydium,Quantum,51.7,60,-8.3,0.0,51.7,False,441916031,441916068,441916058,E2sURsKz,ok
2026-08-26 17:28:32 UTC,10,Raydium,Whirlpool,49.1,35,14.1,0.0,49.1,False,441916031,441916074,441916058,E2sURsKz,ok
2026-08-26 17:28:32 UTC,100,Raydium,TesseraV,61.9,60,1.9,0.0,61.9,False,441916031,441916078,441916058,E2sURsKz,ok
2026-08-26 17:28:32 UTC,100,Raydium,Whirlpool,62.0,35,27.0,0.0,62.0,False,441916031,441916078,441916058,E2sURsKz,ok
2026-08-26 17:28:32 UTC,100,Raydium,Kipseli,61.9,60,1.9,0.0,61.9,False,441916031,441916078,441916058,E2sURsKz,ok
2026-08-26 17:28:32 UTC,100,TesseraV,Whirlpool,0.1,35,-34.9,61.9,62.0,False,441916078,441916078,441916058,E2sURsKz,ok
2026-08-26 17:28:32 UTC,100,TesseraV,Kipseli,0.0,60,-60.0,61.9,61.9,False,441916078,441916078,441916058,E2sURsKz,ok
2026-08-26 17:28:32 UTC,100,Whirlpool,Kipseli,-0.1,35,-34.9,62.0,61.9,False,441916078,441916078,441916058,E2sURsKz,ok
2026-08-26 17:35:07 UTC,0.1,Raydium,Quantum,55.9,60,-4.1,0.0,55.9,False,441917109,441917146,441917136,4rnwny9o,ok
2026-08-26 17:35:07 UTC,1,Raydium,Quantum,55.0,60,-5.0,0.0,55.0,False,441917109,441917150,441917136,4rnwny9o,ok
2026-08-26 17:35:07 UTC,10,Raydium,PancakeSwap,53.5,60,-6.5,0.0,53.5,False,441917109,441917153,441917136,4rnwny9o,ok
2026-08-26 17:35:07 UTC,100,Raydium,GoonFi V2,66.8,60,6.8,0.0,66.8,False,441917109,441917159,441917136,4rnwny9o,ok
2026-08-26 17:35:07 UTC,100,Raydium,Aquifer,66.4,60,6.4,0.0,66.4,False,441917109,441917159,441917136,4rnwny9o,ok
2026-08-26 17:35:07 UTC,100,Raydium,TesseraV,66.4,60,6.4,0.0,66.4,False,441917109,441917159,441917136,4rnwny9o,ok
2026-08-26 17:35:07 UTC,100,GoonFi V2,Aquifer,-0.3,60,-59.7,66.8,66.4,False,441917159,441917159,441917136,4rnwny9o,ok
2026-08-26 17:35:07 UTC,100,GoonFi V2,TesseraV,-0.3,60,-59.7,66.8,66.4,False,441917159,441917159,441917136,4rnwny9o,ok
2026-08-26 17:35:07 UTC,100,Aquifer,TesseraV,0.0,60,-60.0,66.4,66.4,False,441917159,441917159,441917136,4rnwny9o,ok
2026-08-26 18:07:58 UTC,0.1,Raydium,Quantum,7.0,60,-53.0,0.0,7.0,False,441922502,441922537,441922526,EzunemUe,ok
2026-08-26 18:07:58 UTC,1,Raydium,Aquifer,6.9,60,-53.1,0.0,6.9,False,441922502,441922540,441922526,EzunemUe,ok
2026-08-26 18:07:58 UTC,10,Raydium,TesseraV,8.1,60,-51.9,0.0,8.1,False,441922502,441922544,441922526,EzunemUe,ok
2026-08-26 18:07:58 UTC,100,Raydium,BisonFi,20.9,60,-39.1,0.0,20.9,False,441922502,441922548,441922526,EzunemUe,ok
2026-08-26 18:42:09 UTC,0.1,Raydium,TesseraV,8.9,60,-51.1,0.0,8.9,False,441928124,441928157,441928139,8YZfbs1D,ok
2026-08-26 18:42:09 UTC,1,Raydium,TesseraV,9.0,60,-51.0,0.0,9.0,False,441928124,441928158,441928139,8YZfbs1D,ok
2026-08-26 18:42:09 UTC,10,Raydium,Quantum,10.5,60,-49.5,0.0,10.5,False,441928124,441928161,441928139,8YZfbs1D,ok
2026-08-26 18:42:09 UTC,100,Raydium,BisonFi,23.3,60,-36.7,0.0,23.3,False,441928124,441928163,441928139,8YZfbs1D,ok
2026-08-26 18:42:09 UTC,100,Raydium,Quantum,23.5,60,-36.5,0.0,23.5,False,441928124,441928163,441928139,8YZfbs1D,ok
2026-08-26 18:42:09 UTC,100,Raydium,Quantum,23.6,60,-36.4,0.0,23.6,False,441928124,441928163,441928139,8YZfbs1D,ok
2026-08-26 18:42:09 UTC,100,BisonFi,Quantum,0.1,60,-59.9,23.3,23.5,False,441928163,441928163,441928139,8YZfbs1D,ok
2026-08-26 18:42:09 UTC,100,BisonFi,Quantum,0.2,60,-59.8,23.3,23.6,False,441928163,441928163,441928139,8YZfbs1D,ok
2026-08-26 19:12:01 UTC,0.1,Raydium,Quantum,23.1,60,-36.9,0.0,23.1,False,441933014,441933048,441933033,8MFS8GPM,ok
2026-08-26 19:12:01 UTC,1,Raydium,PancakeSwap,23.1,60,-36.9,0.0,23.1,False,441933014,441933050,441933033,8MFS8GPM,ok
2026-08-26 19:12:01 UTC,10,Raydium,Quantum,23.3,60,-36.7,0.0,23.3,False,441933014,441933051,441933033,8MFS8GPM,ok
2026-08-26 19:12:01 UTC,100,Raydium,BisonFi,36.3,60,-23.7,0.0,36.3,False,441933014,441933051,441933033,8MFS8GPM,ok
2026-08-26 19:12:01 UTC,100,Raydium,Quantum,36.4,60,-23.6,0.0,36.4,False,441933014,441933051,441933033,8MFS8GPM,ok
2026-08-26 19:12:01 UTC,100,Raydium,Aquifer,36.3,60,-23.7,0.0,36.3,False,441933014,441933051,441933033,8MFS8GPM,ok
2026-08-26 19:12:01 UTC,100,BisonFi,Quantum,0.2,60,-59.8,36.3,36.4,False,441933051,441933051,441933033,8MFS8GPM,ok
2026-08-26 19:12:01 UTC,100,BisonFi,Aquifer,0.0,60,-60.0,36.3,36.3,False,441933051,441933051,441933033,8MFS8GPM,ok
2026-08-26 19:12:01 UTC,100,Quantum,Aquifer,-0.1,60,-59.9,36.4,36.3,False,441933051,441933051,441933033,8MFS8GPM,ok
2026-08-26 19:45:06 UTC,0.1,Raydium,GoonFi V2,14.0,60,-46.0,0.0,14.0,False,441938431,441938464,441938446,GGtKinSe,ok
2026-08-26 19:45:06 UTC,1,Raydium,GoonFi V2,14.3,60,-45.7,0.0,14.3,False,441938431,441938465,441938446,GGtKinSe,ok
2026-08-26 19:45:06 UTC,10,Raydium,Flux,15.2,60,-44.8,0.0,15.2,False,441938431,441938467,441938446,GGtKinSe,ok
2026-08-26 19:45:06 UTC,100,Raydium,GoonFi V2,28.7,60,-31.3,0.0,28.7,False,441938431,441938468,441938446,GGtKinSe,ok
2026-08-26 19:45:06 UTC,100,Raydium,BisonFi,28.1,60,-31.9,0.0,28.1,False,441938431,441938468,441938446,GGtKinSe,ok
2026-08-26 19:45:06 UTC,100,Raydium,Quantum,28.3,60,-31.7,0.0,28.3,False,441938431,441938468,441938446,GGtKinSe,ok
2026-08-26 19:45:06 UTC,100,GoonFi V2,BisonFi,-0.5,60,-59.5,28.7,28.1,False,441938468,441938468,441938446,GGtKinSe,ok
2026-08-26 19:45:06 UTC,100,GoonFi V2,Quantum,-0.4,60,-59.6,28.7,28.3,False,441938468,441938468,441938446,GGtKinSe,ok
2026-08-26 19:45:06 UTC,100,BisonFi,Quantum,0.2,60,-59.8,28.1,28.3,False,441938468,441938468,441938446,GGtKinSe,ok
2026-08-26 20:17:01 UTC,0.1,Raydium,Whirlpool,16.2,35,-18.8,0.0,16.2,True,441941117,441941149,441943657,YWakanYc,stale
2026-08-26 20:17:01 UTC,1,Raydium,Quantum,14.1,60,-45.9,0.0,14.1,True,441941117,441941151,441943657,YWakanYc,stale
2026-08-26 20:17:01 UTC,10,Raydium,Quantum,15.2,60,-44.8,0.0,15.2,True,441941117,441941153,441943657,YWakanYc,stale
2026-08-26 20:17:01 UTC,100,Raydium,Flux,49.5,60,-10.5,0.0,49.5,True,441941117,441943681,441943657,YWakanYc,stale
2026-08-26 20:17:01 UTC,100,Raydium,BisonFi,51.4,60,-8.6,0.0,51.4,True,441941117,441943681,441943657,YWakanYc,stale
2026-08-26 20:17:01 UTC,100,Raydium,Quantum,48.7,60,-11.3,0.0,48.7,True,441941117,441943681,441943657,YWakanYc,stale
2026-08-26 20:17:01 UTC,100,Flux,BisonFi,1.8,60,-58.2,49.5,51.4,False,441943681,441943681,441943657,YWakanYc,ok
2026-08-26 20:17:01 UTC,100,Flux,Quantum,-0.8,60,-59.2,49.5,48.7,False,441943681,441943681,441943657,YWakanYc,ok
2026-08-26 20:17:01 UTC,100,BisonFi,Quantum,-2.6,60,-57.4,51.4,48.7,False,441943681,441943681,441943657,YWakanYc,ok
2026-08-26 21:13:42 UTC,0.1,Raydium,Whirlpool,50.7,35,15.7,0.0,50.7,False,441952889,441952930,441952913,58wTfCE4,ok
2026-08-26 21:13:42 UTC,1,Raydium,Quantum,49.0,60,-11.0,0.0,49.0,False,441952889,441952933,441952913,58wTfCE4,ok
2026-08-26 21:13:42 UTC,10,Raydium,Quantum,49.1,60,-10.9,0.0,49.1,False,441952889,441952935,441952913,58wTfCE4,ok
2026-08-26 21:13:42 UTC,100,Raydium,Scorch,61.4,60,1.4,0.0,61.4,False,441952889,441952938,441952913,58wTfCE4,ok
2026-08-26 21:13:42 UTC,100,Raydium,Whirlpool,61.2,35,26.2,0.0,61.2,False,441952889,441952938,441952913,58wTfCE4,ok
2026-08-26 21:13:42 UTC,100,Raydium,Scorch,62.0,60,2.0,0.0,62.0,False,441952889,441952938,441952913,58wTfCE4,ok
2026-08-26 21:13:42 UTC,100,Scorch,Whirlpool,-0.1,35,-34.9,61.4,61.2,False,441952938,441952938,441952913,58wTfCE4,ok
2026-08-26 21:13:42 UTC,100,Whirlpool,Scorch,0.8,35,-34.2,61.2,62.0,False,441952938,441952938,441952913,58wTfCE4,ok
2026-08-26 21:33:43 UTC,0.1,Raydium,Scorch,15.3,60,-44.7,0.0,15.3,False,441956150,441956184,441956169,HgKZ57HN,ok
2026-08-26 21:33:43 UTC,1,Raydium,Scorch,15.6,60,-44.4,0.0,15.6,False,441956150,441956185,441956169,HgKZ57HN,ok
2026-08-26 21:33:43 UTC,10,Raydium,Scorch,16.7,60,-43.3,0.0,16.7,False,441956150,441956188,441956169,HgKZ57HN,ok
2026-08-26 21:33:43 UTC,100,Raydium,Scorch,29.6,60,-30.4,0.0,29.6,False,441956150,441956191,441956169,HgKZ57HN,ok
2026-08-26 21:33:43 UTC,100,Raydium,BisonFi,29.6,60,-30.4,0.0,29.6,False,441956150,441956191,441956169,HgKZ57HN,ok
2026-08-26 21:33:43 UTC,100,Raydium,Scorch,29.7,60,-30.3,0.0,29.7,False,441956150,441956191,441956169,HgKZ57HN,ok
2026-08-26 21:33:43 UTC,100,Scorch,BisonFi,-0.1,60,-59.9,29.6,29.6,False,441956191,441956191,441956169,HgKZ57HN,ok
2026-08-26 21:33:43 UTC,100,BisonFi,Scorch,0.1,60,-59.9,29.6,29.7,False,441956191,441956191,441956169,HgKZ57HN,ok
2026-08-26 22:31:16 UTC,0.1,Raydium,Quantum,28.8,60,-31.2,0.0,28.8,False,441965566,441965598,441965587,5ymEb2F7,ok
2026-08-26 22:31:16 UTC,1,Raydium,TesseraV,28.3,60,-31.7,0.0,28.3,False,441965566,441965601,441965587,5ymEb2F7,ok
2026-08-26 22:31:16 UTC,10,Raydium,TesseraV,34.2,60,-25.8,0.0,34.2,False,441965566,441965607,441965587,5ymEb2F7,ok
2026-08-26 22:31:16 UTC,100,Raydium,BisonFi,51.2,60,-8.8,0.0,51.2,False,441965566,441965610,441965587,5ymEb2F7,ok
2026-08-26 22:31:16 UTC,100,Raydium,TesseraV,48.7,60,-11.3,0.0,48.7,False,441965566,441965610,441965587,5ymEb2F7,ok
2026-08-26 22:31:16 UTC,100,Raydium,Quantum,49.3,60,-10.7,0.0,49.3,False,441965566,441965610,441965587,5ymEb2F7,ok
2026-08-26 22:31:16 UTC,100,BisonFi,TesseraV,-2.4,60,-57.6,51.2,48.7,False,441965610,441965610,441965587,5ymEb2F7,ok
2026-08-26 22:31:16 UTC,100,BisonFi,Quantum,-1.8,60,-58.2,51.2,49.3,False,441965610,441965610,441965587,5ymEb2F7,ok
2026-08-26 22:31:16 UTC,100,TesseraV,Quantum,0.6,60,-59.4,48.7,49.3,False,441965610,441965610,441965587,5ymEb2F7,ok
2026-08-26 23:34:32 UTC,0.1,Raydium,Flux,26.8,60,-33.2,0.0,26.8,False,441975965,441975998,441975978,5UAGVX4A,ok
2026-08-26 23:34:32 UTC,1,Raydium,Flux,27.0,60,-33.0,0.0,27.0,False,441975965,441975999,441975978,5UAGVX4A,ok
2026-08-26 23:34:32 UTC,10,Raydium,Flux,28.0,60,-32.0,0.0,28.0,False,441975965,441976001,441975978,5UAGVX4A,ok
2026-08-26 23:34:32 UTC,10,Raydium,BisonFi,27.5,60,-32.5,0.0,27.5,False,441975965,441976001,441975978,5UAGVX4A,ok
2026-08-26 23:34:32 UTC,10,Flux,BisonFi,-0.5,60,-59.5,28.0,27.5,False,441976001,441976001,441975978,5UAGVX4A,ok
2026-08-26 23:34:32 UTC,100,Raydium,Scorch,41.1,60,-18.9,0.0,41.1,False,441975965,441976002,441975978,5UAGVX4A,ok
2026-08-26 23:34:32 UTC,100,Raydium,BisonFi,40.8,60,-19.2,0.0,40.8,False,441975965,441976002,441975978,5UAGVX4A,ok
2026-08-26 23:34:32 UTC,100,Raydium,Scorch,41.1,60,-18.9,0.0,41.1,False,441975965,441976002,441975978,5UAGVX4A,ok
2026-08-26 23:34:32 UTC,100,Scorch,BisonFi,-0.3,60,-59.7,41.1,40.8,False,441976002,441976002,441975978,5UAGVX4A,ok
2026-08-26 23:34:32 UTC,100,BisonFi,Scorch,0.3,60,-59.7,40.8,41.1,False,441976002,441976002,441975978,5UAGVX4A,ok
2026-08-27 00:12:26 UTC,0.1,Raydium,Quantum,10.7,60,-49.3,0.0,10.7,False,441982198,441982231,441982213,yKsmAeSF,ok
2026-08-27 00:12:26 UTC,1,Raydium,BisonFi,10.2,60,-49.8,0.0,10.2,False,441982198,441982232,441982213,yKsmAeSF,ok
2026-08-27 00:12:26 UTC,10,Raydium,Flux,12.3,60,-47.7,0.0,12.3,False,441982198,441982234,441982213,yKsmAeSF,ok
2026-08-27 00:12:26 UTC,10,Raydium,Quantum,11.7,60,-48.3,0.0,11.7,False,441982198,441982234,441982213,yKsmAeSF,ok
2026-08-27 00:12:26 UTC,10,Flux,Quantum,-0.7,60,-59.3,12.3,11.7,False,441982234,441982234,441982213,yKsmAeSF,ok
2026-08-27 00:12:26 UTC,100,Raydium,BisonFi,25.0,60,-35.0,0.0,25.0,False,441982198,441982235,441982213,yKsmAeSF,ok
2026-08-27 00:12:26 UTC,100,Raydium,Quantum,25.1,60,-34.9,0.0,25.1,False,441982198,441982235,441982213,yKsmAeSF,ok
2026-08-27 00:12:26 UTC,100,BisonFi,Quantum,0.1,60,-59.9,25.0,25.1,False,441982235,441982235,441982213,yKsmAeSF,ok
2026-08-27 00:51:28 UTC,0.1,Raydium,Whirlpool,57.0,35,22.0,0.0,57.0,False,441988581,441988614,441988595,5DMWeUxp,ok
2026-08-27 00:51:28 UTC,1,Raydium,Scorch,56.7,60,-3.3,0.0,56.7,False,441988581,441988615,441988595,5DMWeUxp,ok
2026-08-27 00:51:28 UTC,10,Raydium,Whirlpool,58.1,35,23.1,0.0,58.1,False,441988581,441988615,441988595,5DMWeUxp,ok
2026-08-27 00:51:28 UTC,10,Raydium,TesseraV,57.9,60,-2.1,0.0,57.9,False,441988581,441988615,441988595,5DMWeUxp,ok
2026-08-27 00:51:28 UTC,10,Raydium,ZeroFi,58.0,60,-2.0,0.0,58.0,False,441988581,441988615,441988595,5DMWeUxp,ok
2026-08-27 00:51:28 UTC,10,Whirlpool,TesseraV,-0.2,35,-34.8,58.1,57.9,False,441988615,441988615,441988595,5DMWeUxp,ok
2026-08-27 00:51:28 UTC,10,Whirlpool,ZeroFi,-0.1,35,-34.9,58.1,58.0,False,441988615,441988615,441988595,5DMWeUxp,ok
2026-08-27 00:51:28 UTC,10,TesseraV,ZeroFi,0.2,60,-59.8,57.9,58.0,False,441988615,441988615,441988595,5DMWeUxp,ok
2026-08-27 00:51:28 UTC,100,Raydium,ZeroFi,70.7,60,10.7,0.0,70.7,False,441988581,441988618,441988595,5DMWeUxp,ok
2026-08-27 00:51:28 UTC,100,Raydium,Quantum,70.9,60,10.9,0.0,70.9,False,441988581,441988618,441988595,5DMWeUxp,ok
2026-08-27 00:51:28 UTC,100,ZeroFi,Quantum,0.3,60,-59.7,70.7,70.9,False,441988618,441988618,441988595,5DMWeUxp,ok
2026-08-27 01:08:12 UTC,0.1,Raydium,BisonFi,30.4,60,-29.6,0.0,30.4,False,441991301,441991335,441991323,DCnvjXri,ok
2026-08-27 01:08:12 UTC,1,Raydium,GoonFi V2,28.7,60,-31.3,0.0,28.7,False,441991301,441991340,441991323,DCnvjXri,ok
2026-08-27 01:08:12 UTC,10,Raydium,ZeroFi,28.6,60,-31.4,0.0,28.6,False,441991301,441991342,441991323,DCnvjXri,ok
2026-08-27 01:08:12 UTC,10,Raydium,Raydium CLMM,28.6,35,-6.4,0.0,28.6,False,441991301,441991342,441991323,DCnvjXri,ok
2026-08-27 01:08:12 UTC,10,Raydium,Quantum,28.7,60,-31.3,0.0,28.7,False,441991301,441991342,441991323,DCnvjXri,ok
2026-08-27 01:08:12 UTC,10,ZeroFi,Raydium CLMM,-0.0,35,-35.0,28.6,28.6,False,441991342,441991342,441991323,DCnvjXri,ok
2026-08-27 01:08:12 UTC,10,ZeroFi,Quantum,0.1,60,-59.9,28.6,28.7,False,441991342,441991342,441991323,DCnvjXri,ok
2026-08-27 01:08:12 UTC,10,Raydium CLMM,Quantum,0.1,35,-34.9,28.6,28.7,False,441991342,441991342,441991323,DCnvjXri,ok
2026-08-27 01:08:12 UTC,100,Raydium,Quantum,38.4,60,-21.6,0.0,38.4,False,441991301,441991345,441991323,DCnvjXri,ok
2026-08-27 01:08:12 UTC,100,Raydium,Whirlpool,38.2,35,3.2,0.0,38.2,False,441991301,441991345,441991323,DCnvjXri,ok
2026-08-27 01:08:12 UTC,100,Raydium,ZeroFi,38.4,60,-21.6,0.0,38.4,False,441991301,441991345,441991323,DCnvjXri,ok
2026-08-27 01:08:12 UTC,100,Quantum,Whirlpool,-0.2,35,-34.8,38.4,38.2,False,441991345,441991345,441991323,DCnvjXri,ok
2026-08-27 01:08:12 UTC,100,Quantum,ZeroFi,0.0,60,-60.0,38.4,38.4,False,441991345,441991345,441991323,DCnvjXri,ok
2026-08-27 01:08:12 UTC,100,Whirlpool,ZeroFi,0.2,35,-34.8,38.2,38.4,False,441991345,441991345,441991323,DCnvjXri,ok
2026-08-27 01:36:37 UTC,0.1,Raydium,Raydium CLMM,29.1,35,-5.9,0.0,29.1,False,441995959,441995996,441995989,7HJHPmGK,ok
2026-08-27 01:36:37 UTC,1,Raydium,BisonFi,28.7,60,-31.3,0.0,28.7,False,441995959,441995999,441995989,7HJHPmGK,ok
2026-08-27 01:36:37 UTC,10,Raydium,Quantum,31.9,60,-28.1,0.0,31.9,False,441995959,441996004,441995989,7HJHPmGK,ok
2026-08-27 01:36:37 UTC,10,Raydium,Quantum,31.9,60,-28.1,0.0,31.9,False,441995959,441996004,441995989,7HJHPmGK,ok
2026-08-27 01:36:37 UTC,100,Raydium,Whirlpool,42.1,35,7.1,0.0,42.1,False,441995959,441996009,441995989,7HJHPmGK,ok
2026-08-27 01:36:37 UTC,100,Raydium,ZeroFi,42.2,60,-17.8,0.0,42.2,False,441995959,441996009,441995989,7HJHPmGK,ok
2026-08-27 01:36:37 UTC,100,Raydium,TesseraV,42.1,60,-17.9,0.0,42.1,False,441995959,441996009,441995989,7HJHPmGK,ok
2026-08-27 01:36:37 UTC,100,Whirlpool,ZeroFi,0.1,35,-34.9,42.1,42.2,False,441996009,441996009,441995989,7HJHPmGK,ok
2026-08-27 01:36:37 UTC,100,Whirlpool,TesseraV,0.0,35,-35.0,42.1,42.1,False,441996009,441996009,441995989,7HJHPmGK,ok
2026-08-27 01:36:37 UTC,100,ZeroFi,TesseraV,-0.1,60,-59.9,42.2,42.1,False,441996009,441996009,441995989,7HJHPmGK,ok
2026-08-27 03:10:02 UTC,0.1,Raydium,Deriverse,17.9,60,-42.1,0.0,17.9,False,442011257,442011299,442011292,D57pm3XB,ok
2026-08-27 03:10:02 UTC,1,Raydium,BisonFi,17.4,60,-42.6,0.0,17.4,False,442011257,442011298,442011292,D57pm3XB,ok
2026-08-27 03:10:02 UTC,10,Raydium,ZeroFi,16.9,60,-43.1,0.0,16.9,False,442011257,442011308,442011292,D57pm3XB,ok
2026-08-27 03:10:02 UTC,10,Raydium,Raydium CLMM,18.3,35,-16.7,0.0,18.3,False,442011257,442011308,442011292,D57pm3XB,ok
2026-08-27 03:10:02 UTC,10,Raydium,Kipseli,16.8,60,-43.2,0.0,16.8,False,442011257,442011308,442011292,D57pm3XB,ok
2026-08-27 03:10:02 UTC,10,ZeroFi,Raydium CLMM,1.4,35,-33.6,16.9,18.3,False,442011308,442011308,442011292,D57pm3XB,ok
2026-08-27 03:10:02 UTC,10,ZeroFi,Kipseli,-0.0,60,-60.0,16.9,16.8,False,442011308,442011308,442011292,D57pm3XB,ok
2026-08-27 03:10:02 UTC,10,Raydium CLMM,Kipseli,-1.4,35,-33.6,18.3,16.8,False,442011308,442011308,442011292,D57pm3XB,ok
2026-08-27 03:10:02 UTC,100,Raydium,BisonFi,33.1,60,-26.9,0.0,33.1,False,442011257,442011310,442011292,D57pm3XB,ok
2026-08-27 03:10:02 UTC,100,Raydium,BisonFi,32.8,60,-27.2,0.0,32.8,False,442011257,442011310,442011292,D57pm3XB,ok
2026-08-27 04:11:06 UTC,0.1,Raydium,Deriverse,51.8,60,-8.2,0.0,51.8,False,442021306,442021340,442021334,BAadchXZ,ok
2026-08-27 04:11:06 UTC,1,Raydium,Quantum,51.6,60,-8.4,0.0,51.6,False,442021306,442021345,442021334,BAadchXZ,ok
2026-08-27 04:11:06 UTC,10,Raydium,Quantum,52.9,60,-7.1,0.0,52.9,False,442021306,442021349,442021334,BAadchXZ,ok
2026-08-27 04:11:06 UTC,10,Raydium,TesseraV,52.9,60,-7.1,0.0,52.9,False,442021306,442021349,442021334,BAadchXZ,ok
2026-08-27 04:11:06 UTC,10,Quantum,TesseraV,-0.0,60,-60.0,52.9,52.9,False,442021349,442021349,442021334,BAadchXZ,ok
2026-08-27 04:11:06 UTC,100,Raydium,ZeroFi,67.4,60,7.4,0.0,67.4,False,442021306,442021353,442021334,BAadchXZ,ok
2026-08-27 04:11:06 UTC,100,Raydium,BisonFi,68.3,60,8.3,0.0,68.3,False,442021306,442021353,442021334,BAadchXZ,ok
2026-08-27 04:11:06 UTC,100,Raydium,TesseraV,67.3,60,7.3,0.0,67.3,False,442021306,442021353,442021334,BAadchXZ,ok
2026-08-27 04:11:06 UTC,100,ZeroFi,BisonFi,0.9,60,-59.1,67.4,68.3,False,442021353,442021353,442021334,BAadchXZ,ok
2026-08-27 04:11:06 UTC,100,ZeroFi,TesseraV,-0.1,60,-59.9,67.4,67.3,False,442021353,442021353,442021334,BAadchXZ,ok
2026-08-27 04:11:06 UTC,100,BisonFi,TesseraV,-1.0,60,-59.0,68.3,67.3,False,442021353,442021353,442021334,BAadchXZ,ok
2026-08-27 05:40:37 UTC,0.1,Raydium,BisonFi,26.6,60,-33.4,0.0,26.6,False,442036021,442036057,442036062,ASc2GHjJ,ok
2026-08-27 05:40:37 UTC,1,Raydium,BisonFi,28.0,60,-32.0,0.0,28.0,False,442036021,442036067,442036062,ASc2GHjJ,ok
2026-08-27 05:40:37 UTC,10,Raydium,Aquifer,26.0,60,-34.0,0.0,26.0,False,442036021,442036071,442036062,ASc2GHjJ,ok
2026-08-27 05:40:37 UTC,10,Raydium,Quantum,26.3,60,-33.7,0.0,26.3,False,442036021,442036071,442036062,ASc2GHjJ,ok
2026-08-27 05:40:37 UTC,10,Raydium,GoonFi V2,26.3,60,-33.7,0.0,26.3,False,442036021,442036071,442036062,ASc2GHjJ,ok
2026-08-27 05:40:37 UTC,10,Aquifer,Quantum,0.3,60,-59.7,26.0,26.3,False,442036071,442036071,442036062,ASc2GHjJ,ok
2026-08-27 05:40:37 UTC,10,Aquifer,GoonFi V2,0.3,60,-59.7,26.0,26.3,False,442036071,442036071,442036062,ASc2GHjJ,ok
2026-08-27 05:40:37 UTC,10,Quantum,GoonFi V2,0.0,60,-60.0,26.3,26.3,False,442036071,442036071,442036062,ASc2GHjJ,ok
2026-08-27 05:40:37 UTC,100,Raydium,Aquifer,38.4,60,-21.6,0.0,38.4,False,442036021,442036075,442036062,ASc2GHjJ,ok
2026-08-27 05:40:37 UTC,100,Raydium,Scorch,40.3,60,-19.7,0.0,40.3,False,442036021,442036075,442036062,ASc2GHjJ,ok
2026-08-27 05:40:37 UTC,100,Raydium,Scorch,38.4,60,-21.6,0.0,38.4,False,442036021,442036075,442036062,ASc2GHjJ,ok
2026-08-27 05:40:37 UTC,100,Aquifer,Scorch,1.9,60,-58.1,38.4,40.3,False,442036075,442036075,442036062,ASc2GHjJ,ok
2026-08-27 05:40:37 UTC,100,Aquifer,Scorch,0.0,60,-60.0,38.4,38.4,False,442036075,442036075,442036062,ASc2GHjJ,ok
2026-08-27 06:29:03 UTC,0.1,Raydium,BisonFi,-15.3,60,-44.7,0.0,15.3,False,442043988,442044022,442044041,DhrVrs7C,ok
2026-08-27 06:29:03 UTC,1,Raydium,Quantum,-14.0,60,-46.0,0.0,14.0,False,442043988,442044037,442044041,DhrVrs7C,ok
2026-08-27 06:29:03 UTC,10,Raydium,Quantum,-13.1,60,-46.9,0.0,13.1,False,442043988,442044043,442044041,DhrVrs7C,ok
2026-08-27 06:29:03 UTC,100,Raydium,BisonFi,1.8,60,-58.2,0.0,1.8,False,442043988,442044049,442044041,DhrVrs7C,ok
2026-08-27 06:29:03 UTC,100,Raydium,BisonFi,-1.0,60,-59.0,0.0,1.0,False,442043988,442044049,442044041,DhrVrs7C,ok
2026-08-27 06:41:47 UTC,0.1,Raydium,GoonFi V2,35.3,60,-24.7,0.0,35.3,False,442046082,442046118,442046135,7xcximgp,ok
2026-08-27 06:41:47 UTC,1,Raydium,BisonFi,35.3,60,-24.7,0.0,35.3,False,442046082,442046125,442046135,7xcximgp,ok
2026-08-27 06:41:47 UTC,10,Raydium,Quantum,36.4,60,-23.6,0.0,36.4,False,442046082,442046130,442046135,7xcximgp,ok
2026-08-27 06:41:47 UTC,10,Raydium,GoonFi V2,36.5,60,-23.5,0.0,36.5,False,442046082,442046130,442046135,7xcximgp,ok
2026-08-27 06:41:47 UTC,10,Raydium,BisonFi,35.9,60,-24.1,0.0,35.9,False,442046082,442046130,442046135,7xcximgp,ok
2026-08-27 06:41:47 UTC,10,Quantum,GoonFi V2,0.0,60,-60.0,36.4,36.5,False,442046130,442046130,442046135,7xcximgp,ok
2026-08-27 06:41:47 UTC,10,Quantum,BisonFi,-0.5,60,-59.5,36.4,35.9,False,442046130,442046130,442046135,7xcximgp,ok
2026-08-27 06:41:47 UTC,10,GoonFi V2,BisonFi,-0.6,60,-59.4,36.5,35.9,False,442046130,442046130,442046135,7xcximgp,ok
