ts,n_slots,p50_lamports,p99_lamports,mean_lamports,std_lamports,slot_p99_lamports,max_lamports
2026-08-28T10:13:52+00:00,150,0,0,5617.0,68793.7,0,842547
2026-08-28T12:01:00+00:00,150,0,0,0,0.0,0,0
2026-08-28T13:00:12+00:00,150,0,0,0,0.0,0,0
2026-08-28T14:00:25+00:00,150,0,0,0,0.0,0,0
2026-08-28T15:11:27+00:00,150,0,0,0,0.0,0,0
2026-08-28T16:56:14+00:00,150,0,0,0,0.0,0,0
2026-08-28T17:12:45+00:00,150,0,0,0,0.0,0,0
2026-08-28T18:01:03+00:00,150,0,0,0,0.0,0,0
2026-08-28T19:07:38+00:00,150,0,0,0,0.0,0,0
2026-08-28T20:37:38+00:00,150,0,0,0,0.0,0,0
2026-08-28T21:09:38+00:00,150,0,0,0,0.0,0,0
2026-08-28T23:11:49+00:00,150,0,0,0,0.0,0,0
2026-08-29T00:15:42+00:00,150,0,0,0,0.0,0,0
2026-08-29T09:00:05+00:00,150,0,0,0,0.0,0,0
2026-08-29T10:00:20+00:00,150,0,0,0,0.0,0,0
