ts,n_slots,p50_lamports,p99_lamports,mean_lamports,std_lamports,slot_p99_lamports,max_lamports
2026-08-27T04:10:48+00:00,150,0,0,0,0.0,0,0
2026-08-27T05:40:17+00:00,150,0,0,0,0.0,0,0
2026-08-27T06:13:11+00:00,150,0,0,0,0.0,0,0
2026-08-27T07:00:44+00:00,150,0,0,0,0.0,0,0
2026-08-27T08:15:06+00:00,150,0,0,0,0.0,0,0
2026-08-27T09:31:44+00:00,150,0,0,0,0.0,0,0
2026-08-27T10:01:17+00:00,150,0,0,0,0.0,0,0
2026-08-27T11:01:42+00:00,150,0,0,0,0.0,0,0
2026-08-27T12:02:54+00:00,150,0,0,0,0.0,0,0
2026-08-27T13:03:45+00:00,150,0,0,0,0.0,0,0
2026-08-27T14:04:09+00:00,150,0,0,0,0.0,0,0
2026-08-27T15:01:58+00:00,150,0,0,0,0.0,0,0
2026-08-27T16:06:57+00:00,150,0,0,0,0.0,0,0
2026-08-27T17:00:35+00:00,150,0,0,0,0.0,0,0
2026-08-27T19:14:46+00:00,150,0,0,0,0.0,0,0
2026-08-27T20:10:58+00:00,150,0,0,0,0.0,0,0
2026-08-27T21:15:54+00:00,150,0,0,0,0.0,0,0
2026-08-27T22:25:48+00:00,150,0,0,0,0.0,0,0
2026-08-27T23:00:38+00:00,150,0,0,0,0.0,0,0
2026-08-28T00:18:08+00:00,150,0,0,0,0.0,0,0
2026-08-28T01:18:27+00:00,150,0,0,0,0.0,0,0
2026-08-28T02:34:44+00:00,150,0,0,0,0.0,0,0
2026-08-28T03:03:05+00:00,150,0,0,0,0.0,0,0
2026-08-28T04:05:39+00:00,150,0,0,0,0.0,0,0
2026-08-28T05:00:52+00:00,150,0,0,0,0.0,0,0
2026-08-28T07:00:15+00:00,150,0,0,0,0.0,0,0
2026-08-28T08:00:30+00:00,150,0,0,0,0.0,0,0
2026-08-28T09:08:55+00:00,150,0,0,2000,24494.9,0,300000
