ts,n_bundles,n_with_tip,n_txs,p50_tip,p99_tip,max_tip,mean_tip,std_tip
2026-08-26T13:00:28+00:00,100,100,118,4260,1500000,1500000,30231.2,151280.4
2026-08-26T14:00:44+00:00,100,100,124,2202,495000,495000,21185.8,62905.1
2026-08-26T15:00:51+00:00,100,100,140,10000,1000000,1000000,61452.2,152646.6
2026-08-26T16:23:39+00:00,100,100,117,4995,100000,100000,12223.4,17808.2
2026-08-26T17:28:22+00:00,100,100,129,3093,1940000,1940000,94110.5,275943.6
2026-08-26T18:07:44+00:00,100,100,128,7300,1014100,1014100,157251.7,301101.8
2026-08-26T19:11:50+00:00,100,100,116,10000,6042774,6042774,117892.8,618385.1
2026-08-26T20:01:27+00:00,100,100,113,9648,1000000,1000000,59635.8,180350.6
2026-08-26T21:13:32+00:00,100,100,112,9046,1500000,1500000,83342.0,230127.6
2026-08-26T22:24:21+00:00,100,100,127,5000,10000000,10000000,146627.7,1002586.4
2026-08-26T23:00:24+00:00,100,100,127,1024,1500000,1500000,63068.4,203328.1
2026-08-27T00:12:25+00:00,100,100,120,4957,991250,991250,22530.1,101395.6
2026-08-27T01:08:02+00:00,100,100,113,4722,1000000,1000000,51791.3,136432.7
2026-08-27T02:09:14+00:00,100,100,128,9833,5000000,5000000,172407.8,715822.5
2026-08-27T03:09:49+00:00,100,100,129,8760,1500000,1500000,75975,240867.5
2026-08-27T04:10:54+00:00,100,100,124,7977,1500000,1500000,58657.3,186083.9
2026-08-27T05:40:20+00:00,100,100,133,5570,4723153,4723153,144322.9,604839.0
2026-08-27T06:13:12+00:00,100,100,152,1980,3000000,3000000,66030.6,324411.4
2026-08-27T07:00:44+00:00,100,100,128,2300,4221028,4221028,130664.5,485891.0
2026-08-27T09:31:46+00:00,100,100,129,1324,4221028,4221028,77895.3,439538.4
2026-08-27T10:01:22+00:00,100,100,120,1961,1000000,1000000,32881.8,142542.5
2026-08-27T11:01:44+00:00,100,100,127,9614,10000000,10000000,148907.8,1003659.2
2026-08-27T12:02:57+00:00,100,100,111,2078,564000,564000,42502.1,134354.8
2026-08-27T13:03:47+00:00,100,100,123,7537,1000000,1000000,134181.3,323703.3
2026-08-27T14:04:13+00:00,100,100,112,10000,4221028,4221028,204570.3,605671.9
2026-08-27T15:02:02+00:00,100,100,123,7550,1087900,1087900,96179.7,291115.1
2026-08-27T17:00:45+00:00,100,100,141,80541,1013000,1013000,277915.2,383363.1
2026-08-27T19:14:52+00:00,100,100,121,14122,1014100,1014100,29348.1,102079.0
2026-08-27T20:11:00+00:00,100,100,109,10674,1061793,1061793,137455.1,323695.0
2026-08-27T21:16:33+00:00,100,100,135,6516,10000000,10000000,277337.9,1107503.2
2026-08-27T22:25:48+00:00,100,100,113,9564,5000000,5000000,79899.0,507806.6
2026-08-27T23:00:43+00:00,100,100,115,19455,1000000,1000000,166615.8,341952.7
2026-08-28T00:18:15+00:00,100,100,120,5612,1000000,1000000,67200.0,186684.3
2026-08-28T01:35:23+00:00,100,100,130,1980,16000000,16000000,242134.0,1670408.5
2026-08-28T02:34:45+00:00,100,100,127,4453,10000001,10000001,205524.6,1042308.7
2026-08-28T04:05:44+00:00,100,100,124,7472,10000000,10000000,250390.9,1410440.5
2026-08-28T05:00:53+00:00,100,100,115,3368,1000000,1000000,87527.3,259260.3
2026-08-28T06:01:02+00:00,100,100,129,4677,12000000,12000000,501316.1,1740652.7
2026-08-28T07:00:16+00:00,100,100,135,3470,1000000,1000000,22146.8,101081.0
2026-08-28T08:00:32+00:00,100,100,137,5775,3000000,3000000,101306.4,380720.3
2026-08-28T09:08:57+00:00,100,100,132,3329,1000000,1000000,78162.2,222981.2
2026-08-28T10:13:57+00:00,100,100,131,2836,1500000,1500000,57560.5,235839.2
2026-08-28T11:25:02+00:00,100,100,140,2731,1000000,1000000,32390.9,108880.2
2026-08-28T12:01:02+00:00,100,100,130,5540,2500000,2500000,167172.8,375038.3
2026-08-28T13:00:13+00:00,100,100,137,5000,1114300,1114300,173064.9,368889.5
2026-08-28T14:00:29+00:00,100,100,137,6000,8000000,8000000,287835.0,998608.1
2026-08-28T17:12:45+00:00,100,100,122,4971,217349,217349,27152.7,48085.8
2026-08-28T18:01:04+00:00,100,100,156,16876,1013000,1013000,94012.1,213046.7
2026-08-28T19:07:40+00:00,100,100,148,5000,1000000,1000000,59657.4,161051.7
2026-08-28T20:37:39+00:00,100,100,116,10000,5000000,5000000,111099.7,535392.2
2026-08-28T21:09:40+00:00,100,100,132,8229,1500000,1500000,65818.2,224442.0
2026-08-28T22:29:39+00:00,100,100,115,4799,1040000,1040000,131595.7,309460.2
2026-08-29T00:15:43+00:00,100,100,144,1845,510061,510061,20161.9,55605.3
2026-08-29T09:00:06+00:00,100,100,119,4584,1000000,1000000,38074.0,170486.3
2026-08-29T10:00:21+00:00,100,100,155,3917,4000000,4000000,106912.3,456129.1
